Baggage Fee,Free Baggage,Airlines,Flight Numbers,Departures,Departure Date and Times,Arrivals,Arrival Date and Times,Durations,Layover Count,Layover Airports,Layover Info,Total Duration,Flight Price,Departure Times,Arrival Times,Carbon Emissions (g),Typical Emissions (g),Emission Difference (%),Booking Token
0,2,Air China,CA 924,NRT,12/20/25 13:25,PVG,12/20/25 16:05,220,0,,,220,,805,965,199000,153000,30,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFZ1ZEUVRreU5EZ2MiLFtbIk5SVCIsIjIwMjUtMTItMjAiLCJQVkciLG51bGwsIkNBIiwiOTI0Il1dXQ==
0,2,"ANA, Asiana Airlines","NH 865, OZ 3615","HND, GMP","2025-12-20 15:55, 2025-12-21 15:55","GMP, SHA","2025-12-20 18:35, 2025-12-21 17:00","160, 125",1,Gimpo International Airport,"GMP, 1280",1565,478,"955, 955","1115, 1020",249000,153000,63,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFZ3hPU0RnMk5YeFBXak0yTVRVYUN3alg5QUlRQWhvRFZWTkVPQnh3MS9RQyIsW1siSE5EIiwiMjAyNS0xMi0yMCIsIkdNUCIsbnVsbCwiTkgiLCI4NjUiXSxbIkdNUCIsIjIwMjUtMTItMjEiLCJTSEEiLG51bGwsIk9aIiwiMzYxNSJdXV0=
0,2,"ANA, Asiana Airlines","NH 867, OZ 3615","HND, GMP","2025-12-20 20:00, 2025-12-21 15:55","GMP, SHA","2025-12-20 22:30, 2025-12-21 17:00","150, 125",1,Gimpo International Airport,"GMP, 1045",1320,478,"1200, 955","1350, 1020",222000,153000,45,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFZ3hPU0RnMk4zeFBXak0yTVRVYUN3alg5QUlRQWhvRFZWTkVPQnh3MS9RQyIsW1siSE5EIiwiMjAyNS0xMi0yMCIsIkdNUCIsbnVsbCwiTkgiLCI4NjciXSxbIkdNUCIsIjIwMjUtMTItMjEiLCJTSEEiLG51bGwsIk9aIiwiMzYxNSJdXV0=
0,2,"ANA, Asiana Airlines","NH 861, OZ 3615","HND, GMP","2025-12-20 08:45, 2025-12-20 15:55","GMP, SHA","2025-12-20 11:20, 2025-12-20 17:00","155, 125",1,Gimpo International Airport,"GMP, 275",555,539,"525, 955","680, 1020",249000,153000,63,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFZ3hPU0RnMk1YeFBXak0yTVRVYUN3aktwQU1RQWhvRFZWTkVPQnh3eXFRRCIsW1siSE5EIiwiMjAyNS0xMi0yMCIsIkdNUCIsbnVsbCwiTkgiLCI4NjEiXSxbIkdNUCIsIjIwMjUtMTItMjAiLCJTSEEiLG51bGwsIk9aIiwiMzYxNSJdXV0=
0,2,"ANA, Asiana Airlines, Asiana Airlines","NH 985, OZ 1135, OZ 3615","HND, KIX, GMP","2025-12-20 06:20, 2025-12-20 11:10, 2025-12-20 15:55","ITM, GMP, SHA","2025-12-20 07:30, 2025-12-20 13:00, 2025-12-20 17:00","70, 110, 125",2,Kansai International Airport; Gimpo International Airport,"ITM, 220; GMP, 175",700,554,"380, 670, 955","450, 780, 1020",259000,153000,69,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFaE5PU0RrNE5YeFBXakV4TXpWOFQxb3pOakUxR2dzSW9iQURFQUlhQTFWVFJEZ2NjS0d3QXc9PSIsW1siSE5EIiwiMjAyNS0xMi0yMCIsIklUTSIsbnVsbCwiTkgiLCI5ODUiXSxbIktJWCIsIjIwMjUtMTItMjAiLCJHTVAiLG51bGwsIk9aIiwiMTEzNSJdLFsiR01QIiwiMjAyNS0xMi0yMCIsIlNIQSIsbnVsbCwiT1oiLCIzNjE1Il1dXQ==
0,2,"ANA, Asiana Airlines, Asiana Airlines","NH 93, OZ 1135, OZ 3615","HND, KIX, GMP","2025-12-20 07:25, 2025-12-20 11:10, 2025-12-20 15:55","KIX, GMP, SHA","2025-12-20 08:50, 2025-12-20 13:00, 2025-12-20 17:00","85, 110, 125",2,Kansai International Airport; Gimpo International Airport,"KIX, 140; GMP, 175",635,555,"445, 670, 955","530, 780, 1020",286000,153000,87,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFaEpPU0RremZFOWFNVEV6Tlh4UFdqTTJNVFVhQ3dpNXNRTVFBaG9EVlZORU9CeHd1YkVEIixbWyJITkQiLCIyMDI1LTEyLTIwIiwiS0lYIixudWxsLCJOSCIsIjkzIl0sWyJLSVgiLCIyMDI1LTEyLTIwIiwiR01QIixudWxsLCJPWiIsIjExMzUiXSxbIkdNUCIsIjIwMjUtMTItMjAiLCJTSEEiLG51bGwsIk9aIiwiMzYxNSJdXV0=
0,2,"ANA, Asiana Airlines, Asiana Airlines","NH 99, OZ 1135, OZ 3615","HND, KIX, GMP","2025-12-20 21:00, 2025-12-21 11:10, 2025-12-21 15:55","KIX, GMP, SHA","2025-12-20 22:20, 2025-12-21 13:00, 2025-12-21 17:00","80, 110, 125",2,Kansai International Airport; Gimpo International Airport,"KIX, 770; GMP, 175",1260,555,"1260, 670, 955","1340, 780, 1020",265000,153000,73,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFaEpPU0RrNWZFOWFNVEV6Tlh4UFdqTTJNVFVhQ3dpNXNRTVFBaG9EVlZORU9CeHd1YkVEIixbWyJITkQiLCIyMDI1LTEyLTIwIiwiS0lYIixudWxsLCJOSCIsIjk5Il0sWyJLSVgiLCIyMDI1LTEyLTIxIiwiR01QIixudWxsLCJPWiIsIjExMzUiXSxbIkdNUCIsIjIwMjUtMTItMjEiLCJTSEEiLG51bGwsIk9aIiwiMzYxNSJdXV0=
0,2,"ANA, China Eastern","NH 411, MU 226","HND, KIX","2025-12-20 06:40, 2025-12-20 13:10","UKB, PVG","2025-12-20 08:00, 2025-12-20 15:25","80, 195",1,Kansai International Airport,"UKB, 310",585,437,"400, 790","480, 925",223000,153000,46,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFZ3RPU0RReE1YeE5WVEl5TmhvTENJVFZBaEFDR2dOVlUwUTRISENFMVFJPSIsW1siSE5EIiwiMjAyNS0xMi0yMCIsIlVLQiIsbnVsbCwiTkgiLCI0MTEiXSxbIktJWCIsIjIwMjUtMTItMjAiLCJQVkciLG51bGwsIk1VIiwiMjI2Il1dXQ==
0,2,"ANA, China Eastern","NH 411, MU 516","HND, KIX","2025-12-20 06:40, 2025-12-20 14:20","UKB, PVG","2025-12-20 08:00, 2025-12-20 16:05","80, 165",1,Kansai International Airport,"UKB, 380",625,437,"400, 860","480, 965",223000,153000,46,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFZ3RPU0RReE1YeE5WVFV4TmhvTENJVFZBaEFDR2dOVlUwUTRISENFMVFJPSIsW1siSE5EIiwiMjAyNS0xMi0yMCIsIlVLQiIsbnVsbCwiTkgiLCI0MTEiXSxbIktJWCIsIjIwMjUtMTItMjAiLCJQVkciLG51bGwsIk1VIiwiNTE2Il1dXQ==
0,2,"ANA, China Eastern","NH 411, MU 748","HND, KIX","2025-12-20 06:40, 2025-12-20 16:30","UKB, PVG","2025-12-20 08:00, 2025-12-20 18:30","80, 180",1,Kansai International Airport,"UKB, 510",770,437,"400, 990","480, 1110",228000,153000,49,WyJDalJJWXpSb05tODFjWFEwWDBsQlFuSjNORkZDUnkwdExTMHRMUzB0TFhaMFpuRXhOMEZCUVVGQlIyYzBTRUp2UlRST04zZEJFZ3RPU0RReE1YeE5WVGMwT0JvTENJVFZBaEFDR2dOVlUwUTRISENFMVFJPSIsW1siSE5EIiwiMjAyNS0xMi0yMCIsIlVLQiIsbnVsbCwiTkgiLCI0MTEiXSxbIktJWCIsIjIwMjUtMTItMjAiLCJQVkciLG51bGwsIk1VIiwiNzQ4Il1dXQ==
